source_backup_path,size_bytes,sha256,distributed_in_c84,status
test/document_chat_user_actions_widget_test.dart.bak_20260831_1134,14151,44b096ce25276c066e4bb415715a27af5827c31c7d54e39fd72340e08b6e3cfa,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/document_chat_user_actions_widget_test.dart.bak_20260831_1625,15006,6847fd25f4357fe139e4794c0f43f2bba77407799a6e1eb43642ad3a23881cf4,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/document_rag_test.dart.bak_20260902_1148,3739,00ecbb891e12f9ffe76322d6c94261f438e88e8436ef9d9f5a5c8d297c1788ea,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/hardware_advisor_test.dart.bak_20260907_1029,18305,39f9484becbb2f9e987c6542ff615d22ca4bf674e6376c574e37ab4ccb91e713,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/hardware_advisor_test.dart.bak_20260907_1116,21769,8bebee9936c853b04a88636bf67c5d334b4eed14e3a76fa88e1546650d03e679,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/hardware_advisor_test.dart.bak_20260907_1336,22572,65aac7c471e2dee25a95de316d64957c639790a83ee6c23037128d66e18f1e05,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/hardware_advisor_test.dart.bak_20260907_1507,27302,e1477c88e6e47d32072f34a4162078a2546dbe6219c71f1a3d934246acff1159,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/hardware_diagnostic_ui_test.dart.bak_20260907_1029,1454,928e3c04e4314c56739de3f0fdc6898b8a2fc803c1ecbe74fd99ffe3a16d1f71,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/hardware_diagnostic_ui_test.dart.bak_20260907_1116,7397,c1c5433ad970754379f438e0a684c95ead0ed3121c45c9edb2cec246197a11b2,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/hardware_diagnostic_ui_test.dart.bak_20260907_1336,10654,f321392c3f994e2e18198fe1c1d393625458c6070ff830ba7af30707806022ef,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/hardware_diagnostic_ui_test.dart.bak_20260907_1507,10654,f321392c3f994e2e18198fe1c1d393625458c6070ff830ba7af30707806022ef,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/image_models_screen_test.dart.bak_,38820,c77899f68246482f891485bfbfc59524ba3731a49384b513ca7fd3a5bed4ea3a,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/image_models_screen_test.dart.bak_20260908_083840,19738,bcc1322dedc690b4a4d405283d4beb5b351f27685bd80a5355b8400ff540bf85,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/image_models_screen_test.dart.bak_20260908_120434,23157,bee1b321c1980cf02cc7c702148550ec6367aa51aa7db16455e0becc2dc17670,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/image_models_screen_test.dart.bak_20260908_1223,38820,c77899f68246482f891485bfbfc59524ba3731a49384b513ca7fd3a5bed4ea3a,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/image_model_installer_p1_test.dart.bak_20260907_2017,58748,eed09d423c1c159f0ee9728c239713c4f7962ed24bb537d08083a719cdeccf58,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/image_model_installer_p1_test.dart.bak_20260907_2050,62446,d5262acaad2df47c61d8f37bc036d3eff1104c98e314aedd68778c90f193177c,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/image_model_installer_p1_test.dart.bak_20260908_0746,67889,564cd7f1219ed7708839bd7858dce48afc304f2d4bb1e54f477cf2cccaaa8036,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/image_model_installer_p1_test.dart.bak_20260908_120434,67889,564cd7f1219ed7708839bd7858dce48afc304f2d4bb1e54f477cf2cccaaa8036,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/model_download_status_test.dart.bak_20260831_1625,10069,cb0cea9decfb68e7832f6fe9db0cf08a071b2c2fe9580674bf06c63b7d9fbd64,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/model_service_probe_test.dart.bak_20260831_1153,5209,33fa66b942fa50043b44cdb68edfaa5d03cdeb0856d2a379041cdb80f73c9525,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/settings_service_test.dart.bak_20260831_1134,6738,ec29d581cb4d32ff1ade052d7086a68a6843e5aacfbfc8216817156fbab21983,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/test_litert_stream.dart.bak_20260831_1134,1026,ced8d5c0e9c115c830db0cbf995cc9d64f506c8e52745012341908d9d8e8d931,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/test_real_scarpetta.dart.bak_20260831_1134,1300,aac0dea5137541ff9fd869b8eed4a3717a289957c2513adf85bfefddc28613a1,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/tts_live_investigation_test.dart.bak_20260831_1134,2259,7ea107ed79dc2700267af7da195475722045017253964dc4df880dcebfd2262e,False,SOURCE_BACKUP_NOT_DISTRIBUTED
test/voice_baking_service_test.dart.bak_20260831_1625,1608,9828c7f449bab994def31120ba4de5cdafd76471b1682b90f0eb11333b6e96e9,False,SOURCE_BACKUP_NOT_DISTRIBUTED
windows/CMakeLists.txt.bak_20260831_2005,4562,3c15e59b2c64fd380fce83130bd462788479c4dd8d98dafd853a07674bd8821b,False,SOURCE_BACKUP_NOT_DISTRIBUTED
windows/CMakeLists.txt.bak_20260901_2259,6749,0bfd72f693a092449d7fea4920ca7a4abce73cd6c17574a839a9e97d9f76653c,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/20260823_2012_portability/lib/main.dart.bak,39073,ed8fa1b406a6c98f0e4f9ae34ac577c39ba24039d635103a2e1bc471e319986d,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/20260823_2012_portability/lib/screens/transcription_screen.dart.bak,156690,6e5598c82b6ed644c8c3749a15a9b0be274ea24fc3c8400d9b6f0475f1547b27,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/20260823_2012_portability/lib/widgets/transcription_output_widget.dart.bak,76227,6136bf2e2af12049566946a92783c1b84fa79a17c5d33127745981ef5f4edae2,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/20260823_2012_portability/lib/_backups_voice_tuning/audiobook_models.dart.bak,11481,b54cd999339bfa926a57f6b9202dc32d64b237b56ae8a4fed8a3fe46027771b9,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/20260823_2012_portability/lib/_backups_voice_tuning/audiobook_service.dart.bak,45606,f96a057add00bcc779cc206dc88b2dca6b4d06802f7a7369d681cf82f27b11c3,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/20260823_2012_portability/lib/_backups_voice_tuning/audiobook_studio_widget.dart.bak,97177,247ec0492d22e91c5ba9aff0849b905f0730f79e2fe22d049962e1ae2d283eb2,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/20260823_2012_portability/lib/_backups_voice_tuning/settings_service.dart.bak,47411,64fe7d0dd957cff9116e3c5a61ddeebc0a921d1b2a6293133e477043e1591efd,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/20260823_2012_portability/lib/_backups_voice_tuning/tts_service.dart.bak,42142,4891181d0365b6360d65f5e005fd37beb580df6d97dcfb31e6a8e4707a3e0d3f,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/lib_backups_migrated/_backups_voice_tuning/audiobook_models.dart.bak,11481,b54cd999339bfa926a57f6b9202dc32d64b237b56ae8a4fed8a3fe46027771b9,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/lib_backups_migrated/_backups_voice_tuning/audiobook_service.dart.bak,45606,f96a057add00bcc779cc206dc88b2dca6b4d06802f7a7369d681cf82f27b11c3,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/lib_backups_migrated/_backups_voice_tuning/audiobook_studio_widget.dart.bak,97177,247ec0492d22e91c5ba9aff0849b905f0730f79e2fe22d049962e1ae2d283eb2,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/lib_backups_migrated/_backups_voice_tuning/settings_service.dart.bak,47411,64fe7d0dd957cff9116e3c5a61ddeebc0a921d1b2a6293133e477043e1591efd,False,SOURCE_BACKUP_NOT_DISTRIBUTED
_backups/lib_backups_migrated/_backups_voice_tuning/tts_service.dart.bak,42142,4891181d0365b6360d65f5e005fd37beb580df6d97dcfb31e6a8e4707a3e0d3f,False,SOURCE_BACKUP_NOT_DISTRIBUTED
